0.906308,0.422618
1.81262,0.845237
2.71892,1.26785
3.62523,1.69047
4.53154,2.11309
5.43785,2.53571
6.34415,2.95833
7.25046,3.38095
8.15677,3.80356
9.06308,4.22618
9.96939,4.6488
10.8757,5.07142
11.782,5.49404
12.6883,5.91666
13.5946,6.33927
14.5009,6.76189
15.4072,7.18451
16.3135,7.60713
17.2198,8.02975
18.1262,8.45237
19.0325,8.87498
19.9388,9.2976
20.8451,9.72022
21.7514,10.1428
22.6577,10.5655
23.564,10.9881
24.4703,11.4107
25.3766,11.8333
26.2829,12.2559
27.1892,12.6785
28.0955,13.1012
29.0018,13.5238
29.9082,13.9464
30.8145,14.369
31.7208,14.7916
32.6271,15.2143
33.5334,15.6369
34.4397,16.0595
35.346,16.4821
36.2523,16.9047
37.1586,17.3273
38.0649,17.75
38.9712,18.1726
39.8775,18.5952
40.7839,19.0178
41.6902,19.4404
42.5965,19.8631
43.5028,20.2857
44.4091,20.7083
45.3154,21.1309
46.2217,21.5535
47.128,21.9761
48.0343,22.3988
48.9406,22.8214
49.8469,23.244
50.7532,23.6666
51.6595,24.0892
52.5659,24.5119
53.4722,24.9345
54.3785,25.3571
55.2848,25.7797
56.1911,26.2023
57.0974,26.625
58.0037,27.0476
58.91,27.4702
59.8163,27.8928
60.7226,28.3154
61.6289,28.738
62.5352,29.1607
63.4415,29.5833
64.3479,30.0059
65.2542,30.4285
66.1605,30.8511
67.0668,31.2738
67.9731,31.6964
68.8794,32.119
69.7857,32.5416
70.692,32.9642
71.5983,33.3868
72.5046,33.8095
73.4109,34.2321
74.3172,34.6547
75.2235,35.0773
76.1299,35.4999
77.0362,35.9226
77.9425,36.3452
78.8488,36.7678
79.7551,37.1904
80.6614,37.613
81.5677,38.0356
82.474,38.4583
83.3803,38.8809
84.2866,39.3035
85.1929,39.7261
86.0992,40.1487
87.0055,40.5714
87.9119,40.994
88.8182,41.4166
89.7245,41.8392
90.6308,42.2618
91.5371,42.6844
92.4434,43.1071
93.3497,43.5297
94.256,43.9523
95.1623,44.3749
96.0686,44.7975
96.9749,45.2202
97.8812,45.6428
98.7875,46.0654
99.6939,46.488
100.6,46.9106
101.506,47.3332
102.413,47.7559
103.319,48.1785
104.225,48.6011
105.132,49.0237
106.038,49.4463
106.944,49.869
107.851,50.2916
108.757,50.7142
109.663,51.1368
110.57,51.5594
111.476,51.982
112.382,52.4047
113.288,52.8273
114.195,53.2499
115.101,53.6725
116.007,54.0951
116.914,54.5178
117.82,54.9404
118.726,55.363
119.633,55.7856
120.539,56.2082
121.445,56.6308
122.352,57.0535
123.258,57.4761
124.164,57.8987
125.07,58.3213
125.977,58.7439
126.883,59.1666
127.789,59.5892
128.696,60.0118
129.602,60.4344
130.508,60.857
131.415,61.2796
132.321,61.7023
133.227,62.1249
134.134,62.5475
135.04,62.9701
135.946,63.3927
136.852,63.8154
137.759,64.238
138.665,64.6606
139.571,65.0832
140.478,65.5058
141.384,65.9284
142.29,66.3511
143.197,66.7737
144.103,67.1963
145.009,67.6189
145.916,68.0415
146.822,68.4642
147.728,68.8868
148.634,69.3094
149.541,69.732
150.447,70.1546
151.353,70.5772
152.26,70.9999
153.166,71.4225
154.072,71.8451
154.979,72.2677
155.885,72.6903
156.791,73.113
157.698,73.5356
158.604,73.9582
159.51,74.3808
160.416,74.8034
161.323,75.2261
162.229,75.6487
163.135,76.0713
164.042,76.4939
164.948,76.9165
165.854,77.3391
166.761,77.7618
167.667,78.1844
168.573,78.607
169.48,79.0296
170.386,79.4522
171.292,79.8749
172.198,80.2975
173.105,80.7201
174.011,81.1427
174.917,81.5653
175.824,81.9879
176.73,82.4106
177.636,82.8332
178.543,83.2558
179.449,83.6784
180.355,84.101
181.262,84.5237
182.168,84.9463
183.074,85.3689
183.98,85.7915
184.887,86.2141
185.793,86.6367
186.699,87.0594
187.606,87.482
188.512,87.9046
189.418,88.3272
190.325,88.7498
191.231,89.1725
192.137,89.5951
193.044,90.0177
193.95,90.4403
194.856,90.8629
195.762,91.2855
196.669,91.7082
197.575,92.1308
198.481,92.5534
199.388,92.976
200.294,93.3986
201.2,93.8213
202.107,94.2439
203.013,94.6665
203.919,95.0891
204.826,95.5117
205.732,95.9343
206.638,96.357
207.544,96.7796
208.451,97.2022
209.357,97.6248
210.263,98.0474
211.17,98.4701
212.076,98.8927
212.982,99.3153
213.889,99.7379
214.795,100.161
215.701,100.583
216.608,101.006
217.514,101.428
218.42,101.851
219.326,102.274
220.233,102.696
221.139,103.119
222.045,103.541
222.952,103.964
223.858,104.387
224.764,104.809
225.671,105.232
226.577,105.655
227.483,106.077
228.39,106.5
229.296,106.922
230.202,107.345
231.108,107.768
232.015,108.19
232.921,108.613
233.827,109.036
234.734,109.458
235.64,109.881
236.546,110.303
237.453,110.726
238.359,111.149
239.265,111.571
240.172,111.994
241.078,112.416
241.984,112.839
242.89,113.262
243.797,113.684
244.703,114.107
245.609,114.53
246.516,114.952
247.422,115.375
248.328,115.797
249.235,116.22
250.141,116.643
251.047,117.065
251.954,117.488
252.86,117.91
253.766,118.333
254.672,118.756
255.579,119.178
256.485,119.601
257.391,120.024
258.298,120.446
259.204,120.869
260.11,121.291
261.017,121.714
261.923,122.137
262.829,122.559
263.736,122.982
264.642,123.405
265.548,123.827
266.454,124.25
267.361,124.672
268.267,125.095
269.173,125.518
270.08,125.94
270.986,126.363
271.892,126.785
272.799,127.208
273.705,127.631
274.611,128.053
275.518,128.476
276.424,128.899
277.33,129.321
278.236,129.744
279.143,130.166
280.049,130.589
280.955,131.012
281.862,131.434
282.768,131.857
283.674,132.28
284.581,132.702
285.487,133.125
286.393,133.547
287.3,133.97
288.206,134.393
289.112,134.815
290.018,135.238
290.925,135.66
291.831,136.083
292.737,136.506
293.644,136.928
294.55,137.351
295.456,137.774
296.363,138.196
297.269,138.619
298.175,139.041
299.082,139.464
299.988,139.887
300.894,140.309
301.8,140.732
302.707,141.154
303.613,141.577
304.519,142
305.426,142.422
306.332,142.845
307.238,143.268
308.145,143.69
