,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,,
100,124.994,134.87,139.509,142.044,143.599,144.636,145.37,145.91,146.318,146.632,146.873,147.057,147.195,147.293,147.356,147.388,147.39,147.363,147.309,147.226,147.115,146.972,146.797,146.585,146.332,146.032,145.677,145.256,144.754,144.148,143.408,142.485,141.306,139.746,137.584,134.392,129.244,119.889,100.062,50,
100,115.106,124.976,131.124,135.067,137.714,139.575,140.933,141.952,142.732,143.335,143.802,144.161,144.429,144.62,144.744,144.805,144.808,144.754,144.646,144.482,144.26,143.978,143.63,143.21,142.711,142.119,141.42,140.594,139.61,138.431,136.997,135.227,132.993,130.094,126.199,120.739,112.697,100.248,80.3594,50,
100,110.454,118.803,124.946,129.383,132.617,135.018,136.835,138.234,139.322,140.175,140.84,141.354,141.741,142.016,142.193,142.28,142.281,142.201,142.039,141.795,141.466,141.048,140.535,139.916,139.181,138.314,137.292,136.088,134.663,132.966,130.924,128.434,125.345,121.438,116.379,109.667,100.558,88.0467,71.1275,50,
100,107.908,114.837,120.472,124.904,128.354,131.044,133.156,134.825,136.149,137.201,138.031,138.676,139.163,139.511,139.734,139.841,139.838,139.728,139.514,139.192,138.761,138.214,137.544,136.739,135.785,134.662,133.346,131.802,129.989,127.848,125.299,122.238,118.516,113.933,108.214,100.992,91.8209,80.2532,66.1041,50,
100,106.341,112.165,117.202,121.406,124.85,127.649,129.92,131.76,133.249,134.448,135.405,136.155,136.724,137.131,137.39,137.511,137.5,137.361,137.095,136.7,136.172,135.504,134.688,133.711,132.557,131.204,129.626,127.787,125.643,123.135,120.188,116.701,112.549,107.565,101.549,94.266,85.4805,75.041,63.0358,50,
100,105.292,110.28,114.766,118.667,121.99,124.784,127.114,129.046,130.638,131.939,132.988,133.816,134.446,134.898,135.184,135.313,135.291,135.122,134.806,134.341,133.722,132.943,131.993,130.86,129.527,127.971,126.166,124.077,121.661,118.863,115.615,111.832,107.411,102.23,96.1529,89.0422,80.7942,71.3943,60.9982,50,
100,104.546,108.898,112.912,116.507,119.66,122.382,124.706,126.672,128.318,129.681,130.791,131.673,132.348,132.831,133.134,133.265,133.229,133.029,132.665,132.135,131.432,130.552,129.482,128.21,126.719,124.988,122.991,120.695,118.061,115.041,111.576,107.6,103.034,97.7919,91.7894,84.9558,77.2598,68.744,59.5626,50,
100,103.994,107.855,111.478,114.791,117.76,120.378,122.657,124.617,126.282,127.676,128.822,129.739,130.442,130.945,131.257,131.385,131.332,131.101,130.691,130.1,129.322,128.349,127.173,125.779,124.152,122.272,120.114,117.651,114.847,111.662,108.05,103.959,99.332,94.1142,88.2571,81.7318,74.5451,66.7592,58.5083,50,
100,103.573,107.051,110.352,113.418,116.21,118.714,120.927,122.856,124.516,125.919,127.082,128.017,128.737,129.25,129.564,129.684,129.613,129.352,128.899,128.252,127.405,126.351,125.081,123.581,121.837,119.832,117.544,114.947,112.014,108.711,105.003,100.853,96.2211,91.0756,85.393,79.1692,72.4296,65.2396,57.7112,50,
