0,0.77896,0
1,0.748363,0.030903
2,0.660816,0.118757
3,0.530191,0.249689
4,0.377207,0.40298
5,0.226147,0.554347
6,0.101009,0.679792
7,0.0216951,0.759413
8,0.00085275,0.780562
9,0.0418594,0.739863
10,0.138281,0.643749
11,0.274884,0.507454
12,0.430048,0.352598
13,0.579189,0.203765
14,0.698659,0.0846027
15,0.769501,0.0140685
16,0.78046,0.00341802
17,0.729774,0.0544129
18,0.625461,0.159034
19,0.484058,0.300745
20,0.327999,0.457113
21,0.182062,0.60336
22,0.0694369,0.716294
23,0.00804765,0.777992
24,0.00770075,0.778648
25,0.0685238,0.718135
26,0.180938,0.60603
27,0.327168,0.460109
28,0.484062,0.303525
29,0.626755,0.161142
30,0.732616,0.0555908
31,0.784843,0.00367445
32,0.775129,0.0136984
33,0.704993,0.0841454
34,0.58554,0.203908
35,0.435713,0.354046
36,0.279289,0.510781
37,0.141108,0.649273
38,0.0431391,0.747553
39,0.000983925,0.790019
40,0.0214009,0.769913
41,0.101224,0.690401
42,0.227858,0.564079
43,0.381268,0.41098
44,0.537157,0.255403
45,0.670813,0.122059
46,0.761033,0.0321506
47,0.793492,3.9656e-06
48,0.763018,0.0307907
49,0.674421,0.1197
50,0.541741,0.252692
